square_footage,num_bedrooms,location,price
2331,3,Seattle,491082
1586,1,Seattle,320678
1197,3,Austin,323499
1943,3,San Francisco,475810
1733,1,Miami,337384
2260,2,Houston,472295
2652,1,Dallas,486404
1085,3,Houston,266419
1064,4,Dallas,389518
2936,2,Seattle,505836
2477,4,Dallas,605860
2026,2,Los Angeles,389930
1620,4,San Francisco,397638
2562,2,Austin,502702
840,1,New York,183000
2531,2,Seattle,438901
867,2,New York,188998
1787,2,New York,370697
2599,3,Boston,578264
2421,4,San Francisco,578873
2455,1,Miami,466056
2078,4,Chicago,548198
1494,4,Los Angeles,469547
1885,1,Dallas,339995
2493,3,Houston,493048
1858,2,Miami,336108
1578,3,Houston,418915
1293,3,Austin,363019
2385,2,Austin,477426
2292,4,Los Angeles,557782
2590,2,Dallas,530654
1460,1,Dallas,305190
2148,2,Seattle,424403
2127,4,Dallas,523667
2099,3,Chicago,511161
2786,3,Miami,598112
2844,2,Miami,482605
2728,1,Houston,480606
2147,4,Boston,541490
1858,3,Los Angeles,426935
1776,2,Los Angeles,328373
1281,1,Chicago,239126
1527,1,Dallas,296847
1831,3,Boston,433516
1142,3,Seattle,289104
2247,4,Seattle,575663
1326,1,Miami,260836
2696,4,Chicago,601676
1458,1,New York,243380
2873,1,New York,491917
1619,2,Dallas,309712
1205,3,Miami,368188
2373,1,Chicago,395503
2611,4,New York,550534
1304,3,San Francisco,364174
978,4,Houston,357013
931,3,Austin,272611
2646,3,Houston,528462
2278,1,Austin,367765
1571,2,San Francisco,317734
2229,1,San Francisco,385388
2923,3,Chicago,615787
1378,1,Boston,227657
2315,1,Los Angeles,415366
993,3,New York,341030
2807,3,Chicago,583328
1985,1,Boston,330204
2184,1,Los Angeles,381396
2592,1,Chicago,400077
1910,4,Dallas,535024
2736,1,Los Angeles,476811
1579,4,Houston,464040
1061,2,Los Angeles,269219
1529,4,Houston,446082
1082,1,Seattle,214161
2290,2,Austin,442987
1161,4,Houston,365334
1240,4,San Francisco,359398
2940,3,Dallas,620906
2444,2,New York,445117
1666,3,Seattle,444295
2247,2,Seattle,453833
941,4,Miami,315714
2114,3,Chicago,424211
2255,1,Chicago,359223
2675,4,Chicago,551560
2647,2,Los Angeles,523346
2512,2,New York,444788
1500,3,Austin,347043
1797,3,Houston,422684
2896,2,Chicago,574880
2125,4,Seattle,524076
1680,3,Houston,441937
2013,1,New York,319331
1959,2,Seattle,377114
1354,1,San Francisco,225169
1203,2,New York,273414
1691,1,Los Angeles,320384
1401,4,Chicago,366060
2630,2,Boston,515520
1140,4,Dallas,367165
2768,3,Seattle,581312
1503,2,Miami,308271
1117,4,Miami,361942
2186,1,Dallas,376503
2600,4,Austin,572996
2167,2,Austin,465940
2372,4,Dallas,601565
1616,1,Boston,319958
1352,1,Los Angeles,269320
1655,1,New York,326446
2612,3,Boston,516844
982,2,Houston,281687
2374,1,Chicago,398909
1196,3,Austin,312699
2527,1,Seattle,458297
2317,4,Austin,574313
1706,2,Miami,368547
2156,4,Seattle,546964
2974,3,Houston,628581
800,4,Houston,302857
818,4,Chicago,311203
1383,1,San Francisco,272667
1255,4,Miami,364232
2836,1,Dallas,492228
1932,1,Austin,343062
2752,2,Chicago,486680
2950,3,Chicago,640574
1787,3,San Francisco,375609
1319,3,Houston,334399
1658,1,Miami,283859
973,3,Seattle,296320
2166,1,Miami,384189
1526,2,Miami,365975
2510,3,Austin,555240
2675,1,Seattle,403502
2481,3,Boston,482016
2147,3,Seattle,460047
1789,2,Chicago,408686
1219,4,San Francisco,340403
1393,3,Miami,341781
2574,2,Seattle,503423
1735,3,Chicago,405060
1907,3,New York,444769
1936,3,Houston,402126
1131,3,San Francisco,339101
2888,4,Los Angeles,630623
2593,4,Dallas,539042
1758,3,Chicago,440170
904,3,Miami,265595
1001,2,San Francisco,298155
2642,2,Houston,509257
2666,1,Seattle,401577
2796,4,New York,663178
2089,3,Los Angeles,435242
1709,4,Houston,428464
1009,2,New York,237982
1362,4,Dallas,381357
2363,4,San Francisco,567015
1570,3,Boston,396253
1428,3,Austin,358231
2428,2,San Francisco,464249
2501,3,Los Angeles,535425
1186,2,Boston,275781
2735,2,Boston,513115
1904,1,Dallas,382668
1067,1,Austin,210734
2656,1,Boston,454087
2798,4,Chicago,645405
2180,1,Houston,383438
2036,3,Boston,462714
1373,3,Boston,356453
848,1,Houston,157940
1950,4,Seattle,488676
1022,2,Dallas,213330
2231,4,Boston,560938
2328,4,Boston,506251
2619,2,Austin,498860
2261,2,New York,399739
1930,2,Seattle,350895
2481,3,Miami,484983
1174,2,Seattle,292234
2920,2,Houston,567903
2821,4,Austin,591578
1853,4,Dallas,444592
2689,1,San Francisco,489841
2623,4,Austin,584221
2274,2,Los Angeles,401197
1979,3,Houston,475593
1864,4,New York,517696
2870,4,Los Angeles,603926
1159,2,Los Angeles,290183
2841,4,Dallas,619613
1941,4,Miami,512399
2435,2,San Francisco,455329
2203,4,Boston,500854
2743,3,Chicago,582897
1478,1,Boston,225654
806,4,Los Angeles,340748
2391,3,Seattle,555061
1632,4,Chicago,450131
2610,1,Dallas,447431
1713,2,San Francisco,325390
2811,1,Dallas,480057
2242,4,Houston,567664
2250,1,New York,368398
2302,1,Los Angeles,392020
925,2,Seattle,234178
1616,4,Dallas,407827
2629,1,Chicago,489527
1375,1,Los Angeles,228419
2215,2,San Francisco,482001
1729,3,Seattle,404769
2263,4,Miami,540515
1632,3,Miami,412287
1854,3,Chicago,465590
2448,2,New York,496563
2700,2,Miami,529501
2257,4,Los Angeles,587182
2199,3,San Francisco,438835
1242,1,New York,218941
2922,3,Boston,561197
1356,2,San Francisco,299052
1978,1,Los Angeles,302673
2837,1,Los Angeles,508880
1162,2,Houston,297550
2057,1,New York,375223
2641,3,San Francisco,550459
2650,2,New York,504218
2972,4,Chicago,664609
1710,2,Austin,329127
1044,4,New York,359221
1341,4,Miami,448879
2969,2,Los Angeles,550434
2972,2,Houston,510951
2372,4,Boston,581491
923,4,Houston,315191
2531,1,San Francisco,468134
1585,2,Chicago,325880
2843,2,Chicago,546622
1596,1,Boston,300316
876,2,New York,240619
858,1,New York,225885
2323,1,San Francisco,385686
2736,2,San Francisco,528282
2956,3,Seattle,557384
2101,4,New York,466192
867,2,San Francisco,193113
2732,3,Chicago,563718
1164,1,Austin,195090
1620,3,Los Angeles,383967
2202,2,New York,436772
1746,2,Seattle,384738
2377,3,Los Angeles,478426
2177,2,Miami,458380
2239,4,Austin,546500
1561,3,Houston,336452
1140,1,New York,190017
1182,3,Houston,319611
1803,3,Seattle,370811
2356,3,New York,491661
1099,3,Seattle,282021
938,1,Dallas,181926
1158,1,Seattle,203027
1635,1,San Francisco,315878
2322,3,San Francisco,530773
2427,4,Houston,578273
2782,4,Dallas,646653
2103,1,Seattle,390765
1708,4,Miami,476252
1934,4,Houston,503724
2986,4,Los Angeles,693550
1795,4,San Francisco,433780
2951,4,Los Angeles,601960
2037,2,Los Angeles,389831
2584,1,Dallas,446870
964,3,Houston,333945
1798,4,Chicago,465804
2107,2,Houston,387785
1456,3,Chicago,390685
2709,2,Seattle,549523
2846,4,Chicago,583905
2911,4,New York,644214
1940,4,Seattle,492496
2689,4,Chicago,583248
1066,3,Miami,348974
2645,3,Los Angeles,518458
2508,2,Seattle,471224
2310,1,Los Angeles,437503
1275,4,Boston,355662
1776,2,Houston,371221
2007,2,Chicago,380428
1843,2,Los Angeles,420088
2760,4,Chicago,642580
1357,4,Los Angeles,384859
1817,2,Miami,406325
2405,4,Austin,513185
1682,2,Miami,391000
2994,3,San Francisco,552486
1465,4,Chicago,440726
2571,3,Miami,531153
1663,1,New York,321422
1381,4,Chicago,430089
1494,1,Dallas,312878
2051,2,Houston,401114
2410,4,Houston,579975
2039,4,San Francisco,538608
1198,4,New York,356977
2746,1,San Francisco,498579
1514,1,Seattle,281112
1503,2,Chicago,278588
2514,3,New York,526427
2772,3,Boston,602325
881,1,Los Angeles,200848
1403,4,Dallas,363202
2770,3,Chicago,541265
2510,3,Dallas,477337
2846,1,New York,520910
1702,2,Los Angeles,382879
1164,1,San Francisco,231597
962,1,Chicago,179801
2663,4,Los Angeles,594220
915,1,Dallas,226858
1680,4,Austin,470189
1639,2,New York,383910
2994,4,New York,659694
2146,2,Dallas,457169
1836,2,Dallas,362848
1742,2,Seattle,395606
2524,1,San Francisco,416559
1937,4,Dallas,490075
821,3,Miami,301490
2549,1,Houston,464096
1482,2,Houston,306329
2633,3,Chicago,568119
925,1,Boston,147062
1076,3,Chicago,299700
2799,2,Seattle,524844
2027,3,Los Angeles,489815
1495,3,Boston,327134
2109,2,Los Angeles,386872
856,3,Houston,234023
818,1,Houston,134160
912,3,Houston,247034
1341,4,Dallas,435189
1378,1,Seattle,270278
1888,3,Miami,472836
824,4,Chicago,356010
2372,4,Los Angeles,552705
2848,4,Austin,606620
2372,3,Chicago,491613
940,2,New York,191382
2567,4,San Francisco,573403
1447,2,Boston,276419
1000,1,Los Angeles,184985
1056,2,Seattle,250655
1346,2,Houston,310161
1601,2,New York,379347
1741,2,San Francisco,372740
1213,2,Los Angeles,277436
2814,1,Miami,469983
2181,1,Houston,382468
1898,2,Los Angeles,386266
1709,2,Austin,307000
987,4,Austin,338987
2815,1,Seattle,443549
2113,3,Austin,443812
2892,1,Miami,530489
2930,3,Seattle,555812
1946,4,Boston,452843
1157,2,Miami,292284
2351,4,Seattle,519975
1889,2,Miami,407618
2480,1,Austin,443341
961,2,Boston,247029
1249,3,Miami,371799
2297,3,Boston,511288
1836,4,San Francisco,489410
2958,1,Miami,526270
2750,3,Chicago,515506
2113,4,Houston,528826
2038,1,Austin,368928
1773,1,Los Angeles,318006
1431,4,Boston,373155
2390,3,Austin,478998
1850,3,New York,394005
2388,4,Chicago,570718
2493,3,Austin,480553
1236,4,Houston,360144
2356,3,Chicago,522618
1876,3,Houston,394860
2104,4,Austin,518873
2878,4,Chicago,660795
982,3,Los Angeles,275844
2269,4,Los Angeles,497214
2279,3,Houston,531164
2389,2,Houston,488120
2387,1,San Francisco,386643
1459,1,Los Angeles,263507
959,3,Los Angeles,245579
1811,1,Boston,316165
852,3,Seattle,315672
1845,4,Miami,481031
1853,2,Boston,362886
2028,1,Houston,316613
2294,1,Dallas,391752
2289,4,Miami,523114
1835,2,Dallas,389034
2750,2,New York,508241
1649,2,Houston,370554
1153,4,Austin,401746
1898,1,Seattle,361544
2539,1,Dallas,440623
2264,2,Miami,464032
1790,4,Houston,437783
2064,4,Boston,544727
2684,4,San Francisco,577882
2609,2,Chicago,505910
1911,4,Los Angeles,516105
1617,2,Seattle,365760
2599,2,Seattle,536085
2760,2,Los Angeles,560376
1688,3,Los Angeles,406184
2655,2,Los Angeles,466642
1980,4,San Francisco,544496
1467,3,New York,324771
1432,1,San Francisco,243997
2442,1,Boston,392473
936,4,New York,291466
2746,4,Chicago,654811
2497,4,Los Angeles,583968
1227,4,San Francisco,401504
2275,3,Austin,516243
1618,4,Boston,468962
2988,2,Chicago,512482
1906,1,Chicago,310715
997,4,Miami,322144
2795,2,Miami,542234
1270,4,Chicago,397011
2748,2,New York,528878
1728,3,Houston,444968
2810,1,Boston,488451
1705,1,Miami,262124
822,3,Seattle,250274
1034,2,Los Angeles,304164
1924,4,Boston,507778
1728,2,Chicago,392672
1322,1,Chicago,230214
2608,3,Austin,541214
1230,3,Houston,345879
1592,2,Los Angeles,298147
2429,2,Seattle,504818
2536,3,Dallas,539415
1332,1,Miami,288929
2546,4,Austin,598764
2475,4,Chicago,571431
2116,2,Houston,386160
1712,3,New York,441961
1924,3,Austin,480703
2325,3,Houston,526349
2127,1,Boston,416216
1823,2,Boston,415947
2376,2,San Francisco,409540
2178,2,Austin,459501
2319,1,Boston,422116
2481,2,Chicago,484326
2797,4,Boston,583607
1026,2,Houston,272993
2059,2,Dallas,387964
1672,2,Miami,379547
1691,1,Chicago,309865
2278,4,Los Angeles,510280
1836,4,Houston,509270
1196,3,Dallas,289202
1923,3,Boston,476307
2878,4,Seattle,651243
1448,2,San Francisco,271875
1128,2,Dallas,233258
2282,2,Boston,441301
1751,1,Dallas,300169
2805,2,Dallas,542505
2816,1,Houston,437845
2678,4,Seattle,625654
1996,2,Boston,438850
2572,2,Seattle,530966
961,3,Austin,272845
2551,4,Houston,628620
1575,2,Miami,337477
2627,1,Miami,474042
1851,4,Dallas,457835
1739,3,Chicago,450542
1339,4,San Francisco,396758
1621,1,Austin,286781
2261,3,Houston,487143
1888,1,Chicago,285278
1155,4,New York,419136
1034,3,San Francisco,332709
2348,1,Miami,375978
2896,4,Miami,607797
917,1,Chicago,206407
2901,2,Austin,497487
2473,4,San Francisco,526961
1867,3,Chicago,419905
2900,3,New York,610532
1357,2,Houston,300395
2615,1,Chicago,412296
2805,1,Dallas,507780
1197,3,Boston,286168
1474,1,Dallas,293535
1186,4,San Francisco,359222
2958,4,Seattle,627497
2864,3,Dallas,544728
1683,4,Boston,435629
1340,3,Dallas,368517
970,1,Chicago,179573
1539,1,Boston,308864
2201,1,Houston,422115
918,2,Seattle,225063
2951,3,Chicago,554347
2795,4,New York,584672
2505,1,New York,414130
2522,2,San Francisco,524177
2497,4,Los Angeles,585407
2244,4,Dallas,554173
2559,4,Boston,608908
2324,1,Chicago,369859
1464,4,New York,447134
832,3,Seattle,297422
2902,2,Los Angeles,486449
2859,4,Seattle,601642
2351,4,Dallas,519040
1519,3,Austin,362054
1283,4,Los Angeles,378468
1772,1,Miami,359451
1106,1,Austin,255483
1256,1,Austin,271014
1130,4,Dallas,340971
1024,2,Seattle,217863
2279,2,Houston,452159
1882,4,New York,484751
1443,2,Boston,336829
1415,2,Boston,340219
994,4,Chicago,310659
1288,1,Chicago,256928
2049,4,Austin,462302
1902,1,Austin,347026
1947,1,Houston,332660
2041,2,Dallas,454479
1315,2,New York,333717
2425,1,Boston,365903
1927,1,Houston,383497
1192,2,Boston,236819
1430,3,Miami,399909
2647,1,Chicago,494217
1779,1,Miami,304779
1233,1,New York,201978
1077,2,New York,246170
1032,4,Dallas,353274
2352,1,Los Angeles,363423
2394,1,Austin,444604
1913,1,Chicago,290759
825,4,Houston,373365
2217,4,Dallas,575457
1260,1,Houston,240046
1891,1,Los Angeles,346146
1806,3,Dallas,402639
2794,4,Seattle,622552
1290,3,Boston,366824
1872,1,Austin,287777
1015,1,Austin,187088
2523,1,Austin,446642
2392,1,Miami,362934
958,2,Chicago,247120
1485,2,Dallas,302181
2576,2,Dallas,505420
2852,3,Miami,577365
2643,4,New York,603443
2389,1,Chicago,416385
2496,4,Los Angeles,571712
2746,2,Los Angeles,500816
2862,1,Austin,522110
1945,1,Dallas,312443
2381,3,San Francisco,495709
2732,4,New York,642639
2557,3,Houston,533608
2850,2,Austin,562630
1789,4,Los Angeles,502989
2341,2,Los Angeles,413008
1916,3,Chicago,467938
1292,3,New York,364231
1419,1,New York,256174
2897,4,San Francisco,634494
2346,4,Los Angeles,592587
1662,1,Boston,324755
2491,4,Chicago,567837
2405,2,Dallas,498213
1379,2,Boston,284997
2690,3,Seattle,581414
2075,2,Chicago,448331
2655,4,Houston,626843
2155,1,Dallas,324610
1962,3,New York,396348
1156,1,Dallas,212420
2424,3,Chicago,507535
2806,3,Los Angeles,543382
1669,1,Seattle,341549
1685,2,New York,335723
2801,2,Boston,485335
2213,2,Miami,401649
2083,2,Seattle,418335
1419,1,San Francisco,254432
1682,4,Miami,420361
1596,3,Houston,416415
2972,1,Boston,490397
2096,2,Houston,375292
1418,2,Dallas,286631
2634,1,Los Angeles,419754
1044,3,Dallas,345078
1729,1,Los Angeles,318170
2070,1,Austin,364386
1319,4,Austin,420320
807,1,Houston,216319
2819,4,San Francisco,657998
1294,3,Houston,391491
2429,1,Austin,439192
1862,1,Miami,344624
986,2,Miami,279980
2677,1,San Francisco,466577
2940,2,San Francisco,492425
885,2,San Francisco,184483
936,2,Houston,235775
2921,3,Boston,602561
2436,4,Chicago,526003
2551,2,New York,444802
2587,1,San Francisco,403851
1671,1,New York,335092
1743,2,Boston,367768
2426,2,Chicago,508873
1148,1,San Francisco,189185
2476,2,San Francisco,513871
1996,4,San Francisco,470468
809,4,Miami,284881
2261,3,Boston,473438
1466,2,New York,360917
2322,3,Los Angeles,540062
2976,3,Los Angeles,613053
1400,3,Boston,408197
1126,2,San Francisco,258968
1779,3,Los Angeles,379309
1428,4,New York,450841
2429,3,Los Angeles,549350
1073,4,New York,343504
1484,4,San Francisco,442913
915,2,San Francisco,264218
1660,3,Houston,363271
2803,2,Austin,474251
1492,4,Miami,446393
1905,1,Chicago,312261
2961,3,Chicago,617196
2592,2,Dallas,512435
953,1,Miami,223679
2700,3,San Francisco,560233
2227,3,Chicago,454061
2089,2,New York,426313
1114,1,Dallas,216000
1864,2,Los Angeles,350364
904,3,Los Angeles,287294
2724,3,Dallas,578586
2713,4,Austin,637035
2016,3,Seattle,409360
2224,3,New York,450183
2572,1,Chicago,458332
2760,1,Austin,498103
2403,4,New York,524651
1508,4,Houston,446779
1450,4,Chicago,427519
1746,2,Houston,332320
1460,2,San Francisco,309602
2946,4,Miami,644545
1932,2,San Francisco,392924
1499,3,Los Angeles,373881
2838,4,Austin,588329
1351,4,Dallas,410381
1204,2,San Francisco,259275
1261,1,Austin,190812
2979,4,Boston,677120
1673,2,Los Angeles,308539
883,2,Chicago,231814
2222,1,Austin,337955
1020,4,New York,377285
2191,1,Chicago,339447
911,3,Los Angeles,334116
1414,1,San Francisco,218745
2381,1,Boston,434581
1274,2,Houston,275862
2713,1,Seattle,454584
1070,3,Chicago,281932
2720,2,Chicago,505890
2190,3,Dallas,510894
839,1,San Francisco,184961
2782,3,Chicago,591069
1793,3,Dallas,412561
2812,1,Los Angeles,519340
1089,1,Chicago,190021
1078,2,Boston,248460
1380,2,New York,350977
1662,4,Seattle,427533
1053,2,Los Angeles,245541
980,1,Houston,214804
1480,3,San Francisco,413756
1624,3,San Francisco,393691
1499,2,San Francisco,279288
2149,2,Boston,457255
2180,1,Los Angeles,372896
2473,3,Chicago,563089
2438,4,Boston,527019
2757,4,Dallas,643808
1011,2,San Francisco,207678
2338,4,Houston,526640
1183,1,Dallas,274434
2514,4,Seattle,535522
1141,2,Chicago,272801
2638,1,Chicago,455348
2787,3,Austin,561491
1643,1,Houston,267138
2334,2,Boston,446380
1219,2,Boston,247322
2788,4,Miami,648636
2732,4,Seattle,595471
2649,3,San Francisco,558159
1105,3,Austin,339049
1668,2,Dallas,311160
1935,2,Chicago,416870
2234,2,Miami,387174
1005,3,Miami,324111
1295,2,Seattle,279083
2709,3,New York,597091
1845,2,Chicago,362726
1012,1,Boston,222010
1109,1,Dallas,232008
2791,2,San Francisco,518758
1071,1,San Francisco,182130
2622,3,Houston,543438
2879,4,New York,591293
1242,1,Seattle,256269
1053,4,San Francisco,308940
1320,1,Austin,269092
1776,3,San Francisco,458598
809,1,Los Angeles,182686
2383,1,Austin,386547
1934,2,Dallas,410345
952,4,Houston,382693
2458,4,San Francisco,537886
2656,3,Boston,549756
2014,3,Austin,501275
2552,4,Houston,617544
1904,2,Miami,423615
1694,2,Los Angeles,397114
1911,4,Los Angeles,449572
903,1,Dallas,228065
2714,4,Austin,587866
1806,1,Boston,290687
1206,4,New York,353437
2201,1,Boston,406069
966,2,Houston,247934
1308,4,San Francisco,443631
2461,3,Chicago,514692
1562,1,Dallas,237507
1480,2,Chicago,300234
2920,3,Austin,568568
1964,2,New York,413233
1381,1,Los Angeles,291708
1061,4,Los Angeles,363853
2163,2,Miami,427073
2131,4,Houston,523104
2338,4,Houston,600628
1360,2,Boston,335504
1899,2,Houston,411535
2703,2,Boston,516081
974,4,Boston,371353
2956,3,San Francisco,560042
991,1,Dallas,227826
864,3,Chicago,311973
2297,4,San Francisco,503540
2367,2,New York,458672
1951,2,New York,394313
2737,1,New York,414720
1168,1,Los Angeles,200017
1650,3,Los Angeles,352636
842,3,Dallas,228012
2707,1,New York,500380
877,4,Austin,355237
2624,3,Austin,546079
2093,2,Miami,374423
1473,2,San Francisco,351789
1500,4,Chicago,460031
1558,1,Los Angeles,255325
2723,3,Houston,522211
1701,2,Chicago,379604
1792,1,Seattle,270621
1991,3,Dallas,447296
2276,4,Dallas,527600
1189,2,New York,312239
1799,4,Austin,468100
1324,4,New York,432904
2655,4,Chicago,584697
2306,3,Austin,475084
1458,4,New York,418454
1690,3,Chicago,370311
2281,3,Seattle,468745
1251,4,Miami,429218
2337,4,San Francisco,518307
1682,1,Miami,264254
1112,2,Seattle,312129
1639,1,Miami,307199
1174,2,Houston,264030
1250,2,Los Angeles,329842
1394,1,Los Angeles,297860
2033,1,Houston,399722
1299,2,Los Angeles,248661
1263,2,Chicago,269818
912,2,Los Angeles,219519
1835,3,Dallas,383887
2724,2,Dallas,470733
939,4,Austin,337836
2224,4,Boston,512471
1316,4,Seattle,440507
2747,1,Dallas,453522
2965,1,San Francisco,503083
1687,1,Austin,308558
2141,2,Houston,372551
849,4,Seattle,287354
818,2,Seattle,271549
1525,3,Houston,364051
2273,3,Boston,534494
1251,1,Miami,193551
1964,3,Miami,464221
1907,4,New York,503801
1014,3,New York,300909
2349,1,Austin,433649
927,2,New York,247221
2645,3,New York,564470
1559,4,Houston,448594
2615,4,Miami,552604
1160,4,New York,423579
1368,2,Dallas,314060
2215,4,San Francisco,491754
2397,1,Dallas,413870
2492,1,Boston,377323
1001,4,Dallas,374393
2864,3,Austin,616303
1317,4,New York,381337
2148,1,New York,413607
2235,1,Houston,359232
2141,1,Chicago,322199
1480,3,Boston,335381
2788,3,Dallas,586076
2291,3,Chicago,492040
1224,1,Seattle,195661
2768,2,San Francisco,536441
2512,4,San Francisco,577096
1577,4,Miami,410564
2945,1,New York,506285
2626,3,Miami,592909
1007,2,Houston,266241
2337,2,Boston,452126
2459,3,Boston,496997
821,4,Seattle,341170
953,4,Austin,349098
2762,2,Boston,466045
1018,2,Boston,224848
1468,3,Boston,336416
2318,4,San Francisco,595783
2867,2,Austin,521979
1749,4,Austin,474987
2995,2,Los Angeles,559241
1202,3,Dallas,302312
1395,4,Houston,425563
2237,2,New York,395075
1957,2,Boston,386898
2542,2,Boston,491747
2106,2,Los Angeles,434550
872,3,New York,316830
1280,4,Austin,408881
1359,4,Seattle,355891
1544,1,San Francisco,311466
2266,4,Boston,568634
899,1,Houston,186676
1882,2,Houston,407583
1212,3,Boston,298873
1888,3,Houston,479022
1977,2,Seattle,374578
2808,1,Houston,512846
1620,2,Chicago,316440
1461,3,New York,352037
1359,3,Los Angeles,342787
2071,4,Los Angeles,525695
2613,1,Miami,453453
1409,4,San Francisco,439132
824,3,New York,251028
2828,3,Boston,525813
1083,4,Chicago,360793
2272,4,Seattle,563959
1100,3,Miami,325127
1891,4,San Francisco,485738
1830,4,San Francisco,495695
1616,1,Dallas,287423
882,3,New York,261953
2720,2,Chicago,535616
2893,1,Austin,511462
1417,2,Seattle,278268
975,4,Miami,371127
1989,4,Boston,502569
1641,2,Los Angeles,350104
1169,4,Miami,341646
2618,4,Houston,568985
2901,1,San Francisco,487460
1489,2,Boston,287484
2579,1,Seattle,440492
2164,2,Chicago,469473
2232,1,Austin,335255
1166,3,Houston,348079
1443,3,Boston,386606
872,2,Boston,189667
2071,3,San Francisco,436227
1659,1,New York,277497
842,2,Houston,225194
1864,3,San Francisco,470607
2316,3,Miami,518035
2886,2,Houston,496787
1168,3,Austin,318514
950,3,Los Angeles,290703
1934,2,Miami,433305
2303,3,Austin,445509
2259,3,Chicago,451523
1870,3,San Francisco,435851
1823,3,Austin,461681
2398,4,New York,580767
2840,2,Dallas,544300
2189,4,Los Angeles,480144
868,4,Chicago,290921
1743,1,Boston,320736
1601,4,San Francisco,395836
860,4,Miami,326443
1745,1,Dallas,356753
2137,3,Houston,484813
1984,3,San Francisco,460322
1130,4,Seattle,372073
2351,1,San Francisco,365538
1137,3,Seattle,309898
2429,1,Boston,377883
2127,2,Chicago,390966
2326,2,Los Angeles,460322
2473,2,San Francisco,471475
2161,2,Boston,377703
2373,4,Houston,514094
1074,2,Dallas,302145
1987,2,New York,407981
2793,1,Austin,482662
1669,3,Boston,355787
1814,1,Dallas,362183
2711,4,Seattle,589168
1402,2,Boston,284130
2599,3,Houston,564135
1490,3,Boston,370053
1293,2,Los Angeles,331835
1289,2,Seattle,338175
1189,4,San Francisco,334265
1094,4,Miami,342795
2192,2,New York,454070
2517,2,San Francisco,442253
1448,2,Austin,355235
2673,2,Boston,472428
1367,3,Chicago,372968
1244,4,Boston,366728
1162,2,Seattle,277550
2970,2,Los Angeles,586619
2011,3,Boston,438776
1541,1,Austin,277949
2841,2,Houston,570378
1479,3,Boston,380098
2442,3,San Francisco,499207
2372,1,Miami,363444
2158,4,Chicago,508283
2939,4,Austin,645410
862,4,Austin,294485
1962,2,Seattle,386288
2028,4,Austin,464646
1055,2,Chicago,231412
934,2,San Francisco,204250
1674,3,Miami,392404
1621,4,Dallas,488523
2935,4,Boston,626253
1622,4,Austin,445046
1773,2,Houston,382873
2577,2,Los Angeles,514295
920,4,Houston,288983
2437,2,San Francisco,462664
2164,2,Dallas,472287
1807,1,Seattle,322324
1724,1,San Francisco,345939
1444,4,Houston,385978
2832,4,Chicago,582348
2868,1,Boston,469821
1041,2,San Francisco,272461
2419,2,New York,499751
1602,3,Boston,436543
1763,4,New York,504123
868,4,Austin,301731
1952,4,Los Angeles,460670
995,3,San Francisco,298797
2987,3,Boston,593788
1545,2,Seattle,349287
2488,1,New York,387956
1076,1,Miami,219107
860,1,Houston,169830
2713,2,Boston,550349
2899,1,Los Angeles,444896
2572,3,San Francisco,509452
2134,3,Boston,475129
2637,4,San Francisco,582506
1366,1,Chicago,218786
2371,3,New York,541931
1421,4,Boston,394973
2825,1,Boston,462698
2000,1,Los Angeles,313322
1113,3,Los Angeles,340280
2944,4,Houston,597762
2036,4,Seattle,537693
936,3,San Francisco,246305
1829,3,Dallas,468651
2956,3,Houston,600883
1461,1,Los Angeles,257607
886,3,Dallas,317840
2923,3,Austin,553830
2108,2,Dallas,381708
2500,3,New York,494676
1294,3,Boston,382896
2447,1,Los Angeles,439483
2742,4,Boston,562864
1868,1,Houston,294070
2224,2,Chicago,397819
1396,3,Los Angeles,391377
1249,3,Los Angeles,307230
1284,3,Miami,302979
1445,3,Boston,371044
2429,3,Los Angeles,467298
1461,3,Chicago,414279
1557,2,Chicago,319452
1088,3,New York,346707
1520,3,San Francisco,336969
1437,3,Los Angeles,378355
1298,2,Chicago,265346
1433,3,Chicago,375516
2473,2,New York,476768
2830,1,Miami,487951
914,3,San Francisco,240778
1473,4,Seattle,464005
2536,2,Los Angeles,499279
2057,1,Seattle,312564
946,2,Seattle,197007
2965,2,Houston,532173
1211,1,Miami,213982
2487,3,Houston,507060
2332,3,Boston,538735
936,2,Dallas,193061
818,1,New York,127498
2759,3,Chicago,579926
1801,2,Chicago,342479
1248,4,San Francisco,393260
2748,1,Miami,438050
1745,4,Chicago,496455
2177,4,Houston,479707
2322,2,Dallas,435785
940,1,Houston,146336
2720,3,Seattle,580701
892,3,Boston,326954
1038,2,Chicago,247980
1004,3,Seattle,302745
2256,3,Chicago,517690
1044,4,Los Angeles,311809
1631,4,Austin,456052
1094,1,New York,244126
1655,4,New York,491387
2864,3,Chicago,537245
870,1,Dallas,169008
2092,1,Miami,371622
2148,2,San Francisco,378218
1104,4,Dallas,366508
1830,1,Miami,300874
2137,3,Dallas,426263
1616,1,Los Angeles,338008
1926,1,Dallas,375971
1620,2,San Francisco,389856
992,3,New York,341899
2576,3,Dallas,570898
1328,4,Houston,350226
1050,3,Miami,327509
2588,1,Boston,458403
2826,3,Miami,575006
2203,3,New York,523875
1967,1,Dallas,386726
2872,2,Houston,563306
1896,4,Dallas,515877
2647,4,Dallas,641614
1304,2,Chicago,279052
